ward_id,cutoff,this_status,that_status,Period,eta_bayes,eta_lo,eta_hi,lines,formmin,breakmin,mean_intensity
0,1,ALL,ALL,All,-0.025717702437453825,-0.0768267346115048,0.028889516085276762,3529,1359262.3333333333,329184.3333333333,0.2421786621027533
0,1,PA,ALL,All,-0.2283492752218998,-0.27707617735450196,-0.17825363300513675,3378,524676.3333333334,153465.83333333334,0.2924961992441054
0,1,V,ALL,All,-0.5362554671564752,-0.6655699237208078,-0.4086701530478898,1293,51314.166666666664,42023.833333333336,0.8189518813842832
0,1,PE,ALL,All,0.0920032610680384,0.03841499482991467,0.13739763421809872,3520,777670,243266.83333333334,0.31281499007719643
0,1,ALL,PA,All,-0.12317718758535241,-0.16897630709447986,-0.08029971137149418,3378,1342035,153465.83333333334,0.11435307822324556
0,1,PA,PA,All,0.6780857904338319,0.6175081630616882,0.7372599482364514,913,518397.3333333333,47475.5,0.09158129671448928
0,1,V,PA,All,-0.33197070019823804,-0.4564780327237974,-0.20698874054146332,648,51079.666666666664,33756.333333333336,0.6608565704553019
0,1,PE,PA,All,0.008709989207590713,-0.03896121141549239,0.051431972273969576,3127,765497.5,71552.16666666667,0.09347145701542679
0,1,ALL,V,All,0.5651529094521467,0.5069994620326851,0.6206510724016243,1293,404384.8333333333,42023.833333333336,0.10392039925664869
0,1,PA,V,All,0.6157587554665818,0.5441576828747103,0.6876968914818531,648,129591.66666666667,33756.333333333336,0.2604822840974857
0,1,V,V,All,1.3112082896398791,1.1443293569420305,1.464783926900674,395,50681.666666666664,3412.1666666666665,0.0673254628563912
0,1,PE,V,All,0.6003887461606398,0.5461075984331266,0.6566169322547459,1045,219985.5,4808.666666666667,0.021859016465479164
0,1,ALL,PE,All,0.25570713297590697,0.21185365530457814,0.2992687927647959,3520,1359068.3333333333,243266.83333333334,0.17899529211800733
0,1,PA,PE,All,0.3124798219472537,0.2822300068100538,0.3424852087916816,3127,524522.3333333334,71552.16666666667,0.13641395631708086
0,1,V,PE,All,-0.2536493101006861,-0.3718540762043762,-0.13673990948439105,1045,51231.666666666664,4808.666666666667,0.093861218647321
0,1,PE,PE,All,0.2480662184155555,0.1967809977544922,0.30313872455071156,2364,774707,164953.5,0.21292372471140703
0,1,ALL,ALL,Day,0.2358730286749136,0.14146607621083065,0.3231857217179865,2494,944657.6666666666,239091.3333333333,0.2530983887284741
0,1,PA,ALL,Day,-0.16501039148074723,-0.2570021091814827,-0.07546706624166165,2398,311265.8333333333,101304.66666666667,0.32546028448352027
0,1,V,ALL,Day,-0.7561724800585938,-0.9401321177749742,-0.5711589112952417,842,32681.833333333332,25892.333333333332,0.7922546164790837
0,1,PE,ALL,Day,0.411297606466427,0.31740113317501156,0.5042264866755538,2494,595204.1666666666,187969.66666666666,0.3158070410013371
0,1,ALL,PA,Day,0.02236306193653717,-0.04139353322579504,0.08188518278310325,2398,929867.5,101304.66666666667,0.10894527087640624
0,1,PA,PA,Day,0.848247057790808,0.7554388569591335,0.9316089791454213,564,368788,33066,0.0896612688048418
0,1,V,PA,Day,-0.24374598220503224,-0.39486630284567936,-0.094100993214277,394,32660.833333333332,20010.166666666668,0.6126655270073739
0,1,PE,PA,Day,0.5296091689387166,0.4573119452416436,0.5961051532626326,2239,585772.3333333334,53452.333333333336,0.09125103780365182
0,1,ALL,V,Day,0.664221423608849,0.5923050052562479,0.731836602631357,842,287982,25892.333333333332,0.08990955453234345
0,1,PA,V,Day,0.7123514189243251,0.6076797641109914,0.8223998090425364,394,82669.66666666667,20010.166666666668,0.24204968368083415
0,1,V,V,Day,1.3536243908555272,1.1438386316708669,1.5393967797932395,259,32660.5,2707.1666666666665,0.08288809622224604
0,1,PE,V,Day,1.3392559800691888,1.2603491346619202,1.4136402220657203,711,169476.5,3215.1666666666665,0.018971165127121853
0,1,ALL,PE,Day,0.6607364008476789,0.5842740468604045,0.7327044646073283,2494,944657.6666666666,187969.66666666666,0.19898178281867893
0,1,PA,PE,Day,1.1654914925919695,1.0931695448914973,1.240148153003253,2239,312343.8333333333,53452.333333333336,0.17113298752496583
0,1,V,PE,Day,0.17661706470335242,-0.1418904668176065,0.46868736216977247,711,32749.5,3215.1666666666665,0.09817452683755985
0,1,PE,PE,Day,0.3528369355857452,0.2768479003726315,0.4281011670847734,1751,594567.3333333334,129774,0.2182662799054999
0,1,ALL,ALL,Night,-0.1766172831210312,-0.263807372852195,-0.10161269731677869,889,372721.3333333333,79817.66666666667,0.21414837179519286
0,1,PA,ALL,Night,-0.45660666350080714,-0.5390549434299535,-0.38009624349702287,834,194177.5,45842.166666666664,0.2360838236493243
0,1,V,ALL,Night,-0.3710813240551449,-0.5686877369999451,-0.17083451560197097,387,15870.5,13786,0.8686556819255852
0,1,PE,ALL,Night,-0.05673172587769729,-0.14043211600311925,0.031706105634532335,880,162577.33333333334,49488.5,0.30439975232299704
0,1,ALL,PA,Night,-0.23981064103285318,-0.3048329490280283,-0.16878075794011313,834,370284.1666666667,45842.166666666664,0.1238026650702951
0,1,PA,PA,Night,0.6473786585378434,0.5251562689159461,0.7568889645556955,305,37376,2847.1666666666665,0.07617633418949771
0,1,V,PA,Night,-0.5620629117425869,-0.7967040063045983,-0.33182465143997875,219,11063,7715.666666666667,0.6974298713429149
0,1,PE,PA,Night,-0.2443977032304329,-0.3190814350104283,-0.17442136278186723,759,159816.66666666666,16093.833333333334,0.10070184586505372
0,1,ALL,V,Night,0.49548212667418634,0.38609930308038903,0.5911921703472852,387,99777.5,13786,0.1381674225150961
0,1,PA,V,Night,0.6264398521124457,0.5214676480018362,0.7281178857948478,219,32618,7715.666666666667,0.2365462832382938
0,1,V,V,Night,1.842666481257167,1.544819100127927,2.092006713193846,107,10622.166666666666,505.5,0.04758916103117694
0,1,PE,V,Night,0.38230044422662923,0.29584477237463025,0.4617409119202108,267,43131,1348.5,0.03126521527439661
0,1,ALL,PE,Night,0.1567209152850018,0.09131980987906517,0.22417208394732957,880,372527.3333333333,49488.5,0.1328452856255738
0,1,PA,PE,Night,0.29771280012075624,0.2576198697584338,0.3353494913846658,759,192490.5,16093.833333333334,0.08360845513588117
0,1,V,PE,Night,-0.10660346431687832,-0.2401501447732946,0.021926994102864184,267,15719.166666666666,1348.5,0.08578699040449558
0,1,PE,PE,Night,0.2992451768467377,0.18679019535754468,0.4048128056712321,490,160519.66666666666,31549.833333333332,0.19654808652729988
0,0,ALL,ALL,All,-0.003475781978820175,-0.04594257067196316,0.038527788079929806,3815,1374902,333541.5,0.24259292662313386
0,2,ALL,ALL,All,-0.03402033934203648,-0.08521747965515358,0.016108546729730923,3334,1324318.8333333333,319428.1666666667,0.2412018606294834
0,0,ALL,ALL,Day,0.12921406734137608,0.07209921693915519,0.18562884787122982,2780,960297.3333333334,243448.5,0.2535136686831717
0,2,ALL,ALL,Day,0.236539186788771,0.139735054852226,0.3327610126957364,2299,909714.1666666666,229335.16666666666,0.25209585061974593
0,0,ALL,ALL,Night,-0.1588509319053179,-0.2362682277137243,-0.07789376210430032,1035,414604.6666666667,90093,0.2172985671491075
0,2,ALL,ALL,Night,-0.19321294588099575,-0.27749115135841984,-0.1162844636469603,761,342027,72602.66666666667,0.21227174073002036
1,1,ALL,ALL,All,-0.3178291635632309,-0.5252014858595322,-0.10885089372790105,317,132116.83333333334,53966.5,0.4084755790644896
1,1,PA,ALL,All,0.48113714359197834,0.16904617028881377,0.7738203029845525,301,32347.833333333332,21786.666666666668,0.6735123939264351
1,1,V,ALL,All,NA,NA,NA,0,0,0,NA
1,1,PE,ALL,All,-0.26863074248105756,-0.48819552034816194,-0.07040730130274461,317,99304,52025.83333333333,0.5239047101157388
1,1,ALL,PA,All,0.3950290883337658,0.11177784027386903,0.6339617783810585,301,130152.16666666667,21786.666666666668,0.16739380699258433
1,1,PA,PA,All,2.9323011973824977,2.666249375876847,2.9975765799720397,23,32028.833333333332,1940.6666666666665,0.06059123810316746
1,1,V,PA,All,NA,NA,NA,0,0,0,NA
1,1,PE,PA,All,0.4346779263064118,0.16416969180686658,0.6761160930758838,299,97773.33333333333,19846,0.20297968089458612
1,1,ALL,V,All,NA,NA,NA,0,0,0,NA
1,1,PA,V,All,NA,NA,NA,0,0,0,NA
1,1,V,V,All,NA,NA,NA,0,0,0,NA
1,1,PE,V,All,NA,NA,NA,0,0,0,NA
1,1,ALL,PE,All,-0.19809564356498144,-0.39413254957356814,-0.004064530269699758,317,132116.83333333334,52025.83333333333,0.3937865601279675
1,1,PA,PE,All,0.6949729273983214,0.4231470387153111,0.9487602168631244,299,32347.833333333332,19846,0.6135186797673209
1,1,V,PE,All,NA,NA,NA,0,0,0,NA
1,1,PE,PE,All,-0.33451636529358997,-0.5493240484829487,-0.1304537779568853,290,99304,31850.666666666664,0.32073901017750206
1,1,ALL,ALL,Day,0.7807971471793183,0.3967189351901556,1.1426946588351177,234,88758.33333333333,36208.666666666664,0.4079466716740212
1,1,PA,ALL,Day,1.4027694900843122,0.9425880959888572,1.7988041935459596,225,19161.333333333332,15020.666666666666,0.7839050866328022
1,1,V,ALL,Day,NA,NA,NA,0,0,0,NA
1,1,PE,ALL,Day,0.5218890850922998,0.14125713614178115,0.8706363121887282,234,69132,35059.166666666664,0.5071336959247044
1,1,ALL,PA,Day,0.1160320232985112,-1.0877691382500307,1.2842639125750082,225,87365.33333333333,15020.666666666666,0.17192936939136805
1,1,PA,PA,Day,0.7780483593628004,-1.0613957352433554,2.4573557600429585,9,20497.666666666664,1124.5,0.054859902753158905
1,1,V,PA,Day,NA,NA,NA,0,0,0,NA
1,1,PE,PA,Day,-0.030853091120391297,-1.1628710841047785,1.1376749086773728,223,68173,13871.166666666666,0.20347009324317056
1,1,ALL,V,Day,NA,NA,NA,0,0,0,NA
1,1,PA,V,Day,NA,NA,NA,0,0,0,NA
1,1,V,V,Day,NA,NA,NA,0,0,0,NA
1,1,PE,V,Day,NA,NA,NA,0,0,0,NA
1,1,ALL,PE,Day,0.6993156804465502,0.4184304120361213,0.9599528316603327,234,88758.33333333333,35059.166666666664,0.39499577504459676
1,1,PA,PE,Day,1.260417031077286,0.9445787446149602,1.53970913811746,223,19161.333333333332,13871.166666666666,0.7239144805511099
1,1,V,PE,Day,NA,NA,NA,0,0,0,NA
1,1,PE,PE,Day,0.5935338696853286,0.3377378244226936,0.8484244350559108,220,69132,20858.833333333332,0.30172471985959226
1,1,ALL,ALL,Night,-0.6839356300719936,-1.0630804562338452,-0.3648324792229101,76,39690.5,16324.5,0.4112948942442146
1,1,PA,ALL,Night,-0.5714430260771832,-1.3237335773195635,0.08728122757227952,69,12178.5,6207,0.509668678408671
1,1,V,ALL,Night,NA,NA,NA,0,0,0,NA
1,1,PE,ALL,Night,-0.46976841604108055,-0.8206437452240919,-0.1395356635775935,76,27512,15625.166666666666,0.5679400504022487
1,1,ALL,PA,Night,0.4083968807749956,0.1206306865976743,0.6457551101598995,69,39118.833333333336,6207,0.1586703761615249
1,1,PA,PA,Night,NA,NA,NA,13,446.16666666666663,0,0
1,1,V,PA,Night,NA,NA,NA,0,0,0,NA
1,1,PE,PA,Night,0.48519795367879603,0.2119298915049365,0.713014903984305,69,26940.333333333332,5507.666666666666,0.2044394402444909
1,1,ALL,V,Night,NA,NA,NA,0,0,0,NA
1,1,PA,V,Night,NA,NA,NA,0,0,0,NA
1,1,V,V,Night,NA,NA,NA,0,0,0,NA
1,1,PE,V,Night,NA,NA,NA,0,0,0,NA
1,1,ALL,PE,Night,-0.765318917336713,-1.1730863202825963,-0.38722419445800493,76,39690.5,15625.166666666666,0.3936752287491129
1,1,PA,PE,Night,-0.2982437066611002,-1.2140372630523808,0.4927321834629329,69,12178.5,5507.666666666666,0.45224507670621716
1,1,V,PE,Night,NA,NA,NA,0,0,0,NA
1,1,PE,PE,Night,-0.8260341611754838,-1.2643152758327938,-0.44224118840899806,63,27512,10117.5,0.3677486187845304
1,0,ALL,ALL,All,-0.21602786390265516,-0.38398452801030275,-0.060343514347472066,336,132899.83333333334,54220.5,0.40798019561098015
1,2,ALL,ALL,All,-0.33522091036003543,-0.5597381223416059,-0.13013632340418269,305,129896.83333333333,53227.166666666664,0.40976492883454946
1,0,ALL,ALL,Day,0.1279547669003943,-0.052358537259693735,0.2933526793332328,253,89541.33333333333,36462.666666666664,0.407216034308178
1,2,ALL,ALL,Day,0.9362167959353114,0.4588464556644034,1.3557132711926594,222,86538.33333333333,35469.33333333333,0.40986845906438374
1,0,ALL,ALL,Night,-0.6784636631712793,-1.0339674055626662,-0.3678151231536012,83,43358.5,17757.833333333332,0.4095582949902172
1,2,ALL,ALL,Night,-0.7032834695767672,-1.0597165937046267,-0.3768215711602981,70,35561.5,14269,0.40124854125950815
2,1,ALL,ALL,All,-0.1808145167681781,-0.38251385557567524,0.006230388883296852,219,95081,20750,0.21823497859719607
2,1,PA,ALL,All,-0.2509439125034173,-0.4117823129873299,-0.1062589601434219,208,30132,11163.666666666666,0.37049205717067124
2,1,V,ALL,All,1.185629632094832,0.8244738227214375,1.5085829003740305,192,13395.166666666666,6540.166666666667,0.48824824874643846
2,1,PE,ALL,All,-0.3772700851361004,-0.5973107917373364,-0.1657706157588893,219,51224.833333333336,13185.333333333334,0.2574011953837494
2,1,ALL,PA,All,-0.44495854336065066,-0.6783405625773713,-0.2584745012765628,208,93801,11163.666666666666,0.11901436729530246
2,1,PA,PA,All,-0.15457979688455428,-0.6415627444293155,0.22380554732112667,30,30132,1884.3333333333333,0.06253595291827072
2,1,V,PA,All,0.3392812652981165,-0.20240700075150356,0.7381428203411264,80,13371.166666666666,3823,0.28591371982001074
2,1,PE,PA,All,-0.5891148131854338,-0.8023062866445203,-0.3948738431982318,161,50085.833333333336,5429.333333333333,0.10840057900603962
2,1,ALL,V,All,1.618772867017038,1.4453097358623348,1.7812646198944697,192,91204.33333333333,6540.166666666667,0.07170894657783074
2,1,PA,V,All,0.9723282653087263,0.7109743962873162,1.2239873541399753,80,29509.833333333332,3823,0.12955003699331863
2,1,V,V,All,0.41173633618363703,-0.17805030039036607,0.9339744461703596,58,13371.166666666666,1722.8333333333333,0.12884689692996124
2,1,PE,V,All,1.9946165083684648,1.8214394989756524,2.1537404086290306,173,48251.333333333336,973.6666666666666,0.02017906240932893
2,1,ALL,PE,All,-0.2616536340869865,-0.4605357782747873,-0.08833908074774102,219,95081,13185.333333333334,0.13867474399021187
2,1,PA,PE,All,-0.5477952249883494,-0.7147311104158017,-0.3954017461166899,161,30132,5429.333333333333,0.18018496393645736
2,1,V,PE,All,0.5382717386330649,0.1558036722967342,0.8696095570940764,173,13395.166666666666,973.6666666666666,0.07268790981821802
2,1,PE,PE,All,0.18297672773121787,-0.06584279727006159,0.4010054851932637,142,51224.833333333336,6722.333333333333,0.13123192201699044
2,1,ALL,ALL,Day,0.552975479459082,0.03330985484219366,1.0229565525112845,148,62793.833333333336,14601,0.2325228326560729
2,1,PA,ALL,Day,1.8920471973883528,1.331176631488437,2.403313559344305,137,15736.333333333334,6947.166666666667,0.4414730242114851
2,1,V,ALL,Day,2.9352987843350817,2.6650744421644816,2.997266903989437,130,9007.166666666666,4473.166666666667,0.49662305941565055
2,1,PE,ALL,Day,-0.22053950478006612,-0.7073801514772488,0.20372561320823504,148,37721.333333333336,9119.666666666666,0.2417641652822452
2,1,ALL,PA,Day,0.9763030629236666,0.25467708269785994,1.580331974695801,137,61513.833333333336,6947.166666666667,0.1129366565244132
2,1,PA,PA,Day,0.15279735521888752,-1.0098010406622893,1.146014569364106,18,12897.333333333334,1195.8333333333333,0.09271942520417656
2,1,V,PA,Day,-0.3272249896245818,-1.7079462169432502,0.900666111746027,46,8805.166666666666,2556.6666666666665,0.29035982661694837
2,1,PE,PA,Day,1.558374623303724,0.9397374164057134,2.0733095932883208,106,36660.333333333336,2846,0.07763159091115737
2,1,ALL,V,Day,1.8755595017291267,1.6475086139281947,2.0984635454253606,130,59471.833333333336,4473.166666666667,0.07521487763114752
2,1,PA,V,Day,1.1062935655900723,0.5911474519542511,1.5641088013835978,46,13928.333333333334,2556.6666666666665,0.18355869331099675
2,1,V,V,Day,0.20965604492451811,-0.5936209114054976,0.9250456106978369,34,8805.166666666666,1258.5,0.14292744789990727
2,1,PE,V,Day,2.869652779656042,2.645909743719655,2.990050408414159,118,35064.333333333336,637.3333333333334,0.018176114380234427
2,1,ALL,PE,Day,0.19071990218866122,-0.15883290393812266,0.4958718489737205,148,62793.833333333336,9119.666666666666,0.1452318831732415
2,1,PA,PE,Day,0.545834554883734,0.17903494747837514,0.8627300200278485,106,15781.333333333334,2846,0.18033964177086853
2,1,V,PE,Day,2.9726101245701626,2.847014727417223,2.9986641998376338,118,9007.166666666666,637.3333333333334,0.07075847010713691
2,1,PE,PE,Day,-0.1686372493165838,-0.5386698217564955,0.1342317469188641,96,37799.333333333336,5598.5,0.14811107779678653
2,1,ALL,ALL,Night,-0.34085019073512995,-0.5844188807730955,-0.11649676274397414,61,28698.166666666668,4720.333333333333,0.16448205169900515
2,1,PA,ALL,Night,-0.5425953331902054,-0.7360254584817726,-0.36727830304369097,61,13450.666666666666,3206.166666666667,0.23836488897700242
2,1,V,ALL,Night,0.6653591172971749,-2.2102907442069557e-4,1.2383589805011532,52,3253,1105.3333333333333,0.3397889127984424
2,1,PE,ALL,Night,-0.32270848086788295,-0.613601454901168,-0.09073395961628941,61,11994.5,3543.8333333333335,0.2954548612558534
2,1,ALL,PA,Night,-0.5663250676290846,-0.8136166268418861,-0.3516137001579375,61,28698.166666666668,3206.166666666667,0.11172026087613031
2,1,PA,PA,Night,-2.7619868119649507,-2.9890983627262924,-2.031001719982374,11,1122.6666666666667,52.5,0.04676365795724465
2,1,V,PA,Night,0.0636118288985735,-0.4398051551951835,0.45938255671744965,28,3431,551.5,0.16074030894782862
2,1,PE,PA,Night,-0.4953187060610318,-0.7720826081556719,-0.2545855751517588,50,11994.5,2333.1666666666665,0.19451971042283267
2,1,ALL,V,Night,1.3314619109572796,1.017193955784035,1.6192715548269638,52,28143.5,1105.3333333333333,0.039274906579968134
2,1,PA,V,Night,1.0359713708865135,0.8247804077931138,1.2625362879515256,28,14636.5,551.5,0.03767977316981519
2,1,V,V,Night,0.7953281932619514,0.1717194610996958,1.3978421798642506,18,3431,303.5,0.08845817545904984
2,1,PE,V,Night,1.739571931708161,1.356134240240356,2.057069124615344,45,11678,250.33333333333334,0.02143631900439573
2,1,ALL,PE,Night,-0.5335872286025813,-0.8189423063069328,-0.2572734935945042,61,28698.166666666668,3543.8333333333335,0.12348640157036744
2,1,PA,PE,Night,-0.6518350672257969,-0.8858962673159986,-0.42401420002580054,50,13450.666666666666,2333.1666666666665,0.17346104282315622
2,1,V,PE,Night,0.6635645564146858,-0.2012238778064772,1.5005739678595298,45,3253,250.33333333333334,0.0769546060047136
2,1,PE,PE,Night,0.6130086816199398,0.15179667919439524,0.9944986103851956,41,11994.5,960.3333333333334,0.0800644739950255
2,0,ALL,ALL,All,-0.07051606121276036,-0.24460671852028662,0.07613196313592499,239,96056,20923,0.21782085450154076
2,2,ALL,ALL,All,-0.1755698761812802,-0.40111040681095794,0.009034276742808087,201,91759,19980.333333333332,0.2177479411647177
2,0,ALL,ALL,Day,0.3610306975794469,0.12984583273919156,0.5763892927712301,168,63768.833333333336,14774,0.23168057541170842
2,2,ALL,ALL,Day,0.8426750738787201,0.25700170662255695,1.3577056886880992,130,59471.833333333336,13831.333333333334,0.23256947966964753
2,0,ALL,ALL,Night,-0.2283230317555297,-0.45235642040576696,-0.0248368767775346,71,32287.166666666668,6149,0.19044718489802448
2,2,ALL,ALL,Night,-0.48404085976824507,-0.7530144815214738,-0.24515770830751066,43,26064.166666666668,3843.6666666666665,0.1474693864501071
5,1,ALL,ALL,All,-0.32461975627280093,-0.561731528017244,-0.12061571704116307,183,85373.83333333333,17103,0.2003307024205309
5,1,PA,ALL,All,0.3369534616444998,0.002779226975831238,0.679563409883923,167,26191.833333333332,6005.5,0.2292890277503802
5,1,V,ALL,All,NA,NA,NA,0,0,0,NA
5,1,PE,ALL,All,-0.21691035535232964,-0.4822552272896627,-0.001628936329474577,183,58962,17092,0.2898816186696516
5,1,ALL,PA,All,0.15577877622925732,-0.1587503938882707,0.4163520471821118,167,84335.16666666667,6005.5,0.0712099144089753
5,1,PA,PA,All,1.9479146315302003,0.6338346433396473,2.893149985337961,22,26191.833333333332,11,4.1997823749133004e-4
5,1,V,PA,All,NA,NA,NA,0,0,0,NA
5,1,PE,PA,All,0.28526404955259466,-0.035812691277377615,0.5546865263886162,167,58143.333333333336,5994.5,0.10309866422060425
5,1,ALL,V,All,NA,NA,NA,0,0,0,NA
5,1,PA,V,All,NA,NA,NA,0,0,0,NA
5,1,V,V,All,NA,NA,NA,0,0,0,NA
5,1,PE,V,All,NA,NA,NA,0,0,0,NA
5,1,ALL,PE,All,-0.2048948605686504,-0.430499798011534,0.005203641938679983,183,85373.83333333333,17092,0.20020185732162277
5,1,PA,PE,All,0.8916256294753414,0.566533426995831,1.2052846108834945,167,26191.833333333332,5994.5,0.2288690495128889
5,1,V,PE,All,NA,NA,NA,0,0,0,NA
5,1,PE,PE,All,-0.40774111871261703,-0.6768212468586715,-0.19260693738108006,163,58962,10975,0.18613683389301583
5,1,ALL,ALL,Day,0.9211262268800973,0.14309086175664448,1.6223052496499675,122,61224.833333333336,13705.5,0.22385524392335354
5,1,PA,ALL,Day,1.0503501417815226,0.19551558882672374,1.8044330598756138,117,15775.833333333334,5036.666666666667,0.3192646981142042
5,1,V,ALL,Day,NA,NA,NA,0,0,0,NA
5,1,PE,ALL,Day,0.56828059427743,-0.2359999527991719,1.2570603628327608,122,45229,13694.5,0.30278140131331666
5,1,ALL,PA,Day,0.6482819700661189,-0.7731056636727338,2.039688464015303,117,60411.833333333336,5036.666666666667,0.08337218701634062
5,1,PA,PA,Day,-2.0658908615818006,-2.9335027451386075,-0.6325842483153276,10,16468.833333333332,11,6.679283090281643e-4
5,1,V,PA,Day,NA,NA,NA,0,0,0,NA
5,1,PE,PA,Day,0.8958485462474384,-0.45180672994643895,2.324180280034764,117,44636,5025.666666666667,0.11259222749947725
5,1,ALL,V,Day,NA,NA,NA,0,0,0,NA
5,1,PA,V,Day,NA,NA,NA,0,0,0,NA
5,1,V,V,Day,NA,NA,NA,0,0,0,NA
5,1,PE,V,Day,NA,NA,NA,0,0,0,NA
5,1,ALL,PE,Day,0.8398576713167869,0.3153735959923504,1.316700666816407,122,61224.833333333336,13694.5,0.22367557826481083
5,1,PA,PE,Day,0.8891107362209265,0.31577484270847145,1.4005083771357385,117,15775.833333333334,5025.666666666667,0.3185674290845703
5,1,V,PE,Day,NA,NA,NA,0,0,0,NA
5,1,PE,PE,Day,1.0229487309578804,0.5248255478733579,1.485063615746883,113,45256,8553.833333333334,0.18900992870190325
5,1,ALL,ALL,Night,-0.8761227919882781,-1.2437221043284896,-0.5481905406197776,46,21710,2774.333333333333,0.12779057270075234
5,1,PA,ALL,Night,-2.0928133868341465,-2.8609461708891244,-1.2468037838736679,35,9564,888.1666666666667,0.09286560713787816
5,1,V,ALL,Night,NA,NA,NA,0,0,0,NA
5,1,PE,ALL,Night,-0.5154958312380371,-0.8859379657985151,-0.20533353676740831,46,12146,2774.333333333333,0.22841539052637355
5,1,ALL,PA,Night,-0.19443258952699904,-0.6224531053198479,0.09791947986002947,35,21484.333333333332,888.1666666666667,0.04134020138705724
5,1,PA,PA,Night,NA,NA,NA,9,184,0,0
5,1,V,PA,Night,NA,NA,NA,0,0,0,NA
5,1,PE,PA,Night,0.08269277834723399,-0.3419664845502004,0.3703339994189537,35,11920.333333333334,888.1666666666667,0.07450854282598361
5,1,ALL,V,Night,NA,NA,NA,0,0,0,NA
5,1,PA,V,Night,NA,NA,NA,0,0,0,NA
5,1,V,V,Night,NA,NA,NA,0,0,0,NA
5,1,PE,V,Night,NA,NA,NA,0,0,0,NA
5,1,ALL,PE,Night,-0.6767843346843768,-1.01684237302563,-0.34491373456755325,46,21710,2774.333333333333,0.12779057270075234
5,1,PA,PE,Night,2.3548187187954523,1.6432233053238963,2.9292692192319345,35,9564,888.1666666666667,0.09286560713787816
5,1,V,PE,Night,NA,NA,NA,0,0,0,NA
5,1,PE,PE,Night,-0.7750137191531121,-1.2184066372281595,-0.37144564820354264,35,12119,1878.6666666666665,0.15501829083807794
5,0,ALL,ALL,All,-0.3705649837971065,-0.5761902030029272,-0.19385594879088736,201,86553.83333333333,17632.666666666668,0.2037190727158243
5,2,ALL,ALL,All,-0.36800158696108565,-0.5965267098649547,-0.16231449464688086,169,82378.83333333333,15995.5,0.19417002344858006
5,0,ALL,ALL,Day,-0.22701863621373242,-0.5764983328800354,0.058087356924805884,140,62404.833333333336,14235.166666666666,0.22811000216329397
5,2,ALL,ALL,Day,1.153392431101351,0.3597866611835804,1.862644225469384,108,58229.833333333336,12598,0.2163495802552529
